TREAT;LENGTH;NO_R;REPLICATE;PATCH;WEEK;AFEMA
16_NO_2;16;NO;2;2.3;7;33
16_NO_2;16;NO;2;3.1;7;6
16_NO_2;16;NO;2;3.2;7;17
16_NO_2;16;NO;2;3.3;7;39
16_NO_3;16;NO;3;1.1;7;48
16_NO_3;16;NO;3;1.2;7;18
16_NO_3;16;NO;3;1.3;7;5
16_NO_3;16;NO;3;2.1;7;8
16_NO_3;16;NO;3;2.2;7;6
16_NO_3;16;NO;3;2.3;7;34
16_NO_3;16;NO;3;3.1;7;48
16_NO_3;16;NO;3;3.2;7;93
16_NO_3;16;NO;3;3.3;7;68
16_NO_4;16;NO;4;1.1;7;34
16_NO_4;16;NO;4;1.2;7;26
16_NO_4;16;NO;4;1.3;7;35
16_NO_4;16;NO;4;2.1;7;48
16_NO_4;16;NO;4;2.2;7;43
16_NO_4;16;NO;4;2.3;7;46
16_NO_4;16;NO;4;3.1;7;3
16_NO_4;16;NO;4;3.2;7;15
16_NO_4;16;NO;4;3.3;7;24
16_NO_5;16;NO;5;1.1;7;28
16_NO_5;16;NO;5;1.2;7;37
16_NO_5;16;NO;5;1.3;7;15
16_NO_5;16;NO;5;2.1;7;14
16_NO_5;16;NO;5;2.2;7;26
16_NO_5;16;NO;5;2.3;7;34
16_NO_5;16;NO;5;3.1;7;62
16_NO_5;16;NO;5;3.2;7;10
16_NO_5;16;NO;5;3.3;7;36
16_R_1;16;R;1;1.1;7;41
16_R_1;16;R;1;1.2;7;113
16_R_1;16;R;1;1.3;7;46
16_R_1;16;R;1;2.1;7;43
16_R_1;16;R;1;2.2;7;63
16_R_1;16;R;1;2.3;7;102
16_R_1;16;R;1;3.1;7;14
16_R_1;16;R;1;3.2;7;8
16_R_1;16;R;1;3.3;7;42
16_R_2;16;R;2;1.1;7;25
16_R_2;16;R;2;1.2;7;0
16_R_2;16;R;2;1.3;7;22
16_R_2;16;R;2;2.1;7;7
16_R_2;16;R;2;2.2;7;24
16_R_2;16;R;2;2.3;7;13
16_R_2;16;R;2;3.1;7;9
16_R_2;16;R;2;3.2;7;17
16_R_2;16;R;2;3.3;7;19
16_R_3;16;R;3;1.1;7;76
16_R_3;16;R;3;1.2;7;6
16_R_3;16;R;3;1.3;7;31
16_R_3;16;R;3;2.1;7;31
16_R_3;16;R;3;2.2;7;33
16_R_3;16;R;3;2.3;7;51
16_R_3;16;R;3;3.1;7;59
16_R_3;16;R;3;3.2;7;24
16_R_3;16;R;3;3.3;7;45
4_NO_1;4;NO;1;1.1;7;18
4_NO_1;4;NO;1;1.2;7;7
4_NO_1;4;NO;1;1.3;7;21
4_NO_1;4;NO;1;2.1;7;23
4_NO_1;4;NO;1;2.2;7;45
4_NO_1;4;NO;1;2.3;7;4
4_NO_1;4;NO;1;3.1;7;46
4_NO_1;4;NO;1;3.2;7;6
4_NO_1;4;NO;1;3.3;7;2
4_NO_2;4;NO;2;1.1;7;9
4_NO_2;4;NO;2;1.2;7;16
4_NO_2;4;NO;2;1.3;7;30
4_NO_2;4;NO;2;2.1;7;27
4_NO_2;4;NO;2;2.2;7;6
4_NO_2;4;NO;2;2.3;7;19
4_NO_2;4;NO;2;3.1;7;6
4_NO_2;4;NO;2;3.2;7;8
4_NO_2;4;NO;2;3.3;7;5
4_NO_3;4;NO;3;1.1;7;46
4_NO_3;4;NO;3;1.2;7;44
4_NO_3;4;NO;3;1.3;7;44
4_NO_3;4;NO;3;2.1;7;15
4_NO_3;4;NO;3;2.2;7;15
4_NO_3;4;NO;3;2.3;7;23
4_NO_3;4;NO;3;3.1;7;4
4_NO_3;4;NO;3;3.2;7;24
4_NO_3;4;NO;3;3.3;7;20
4_NO_4;4;NO;4;1.1;7;84
4_NO_4;4;NO;4;1.2;7;68
4_NO_4;4;NO;4;1.3;7;43
4_NO_4;4;NO;4;2.1;7;59
4_NO_4;4;NO;4;2.2;7;73
4_NO_4;4;NO;4;2.3;7;42
4_NO_4;4;NO;4;3.1;7;17
4_NO_4;4;NO;4;3.2;7;21
4_NO_4;4;NO;4;3.3;7;20
4_NO_5;4;NO;5;1.1;7;28
4_NO_5;4;NO;5;1.2;7;36
4_NO_5;4;NO;5;1.3;7;52
4_NO_5;4;NO;5;2.1;7;19
4_NO_5;4;NO;5;2.2;7;11
4_NO_5;4;NO;5;2.3;7;31
4_NO_5;4;NO;5;3.1;7;51
4_NO_5;4;NO;5;3.2;7;16
4_NO_5;4;NO;5;3.3;7;28
4_R_1;4;R;1;1.1;7;19
4_R_1;4;R;1;1.2;7;33
4_R_1;4;R;1;1.3;7;15
4_R_1;4;R;1;2.1;7;12
4_R_1;4;R;1;2.2;7;14
4_R_1;4;R;1;2.3;7;26
4_R_1;4;R;1;3.1;7;42
4_R_1;4;R;1;3.2;7;16
4_R_1;4;R;1;3.3;7;12
4_R_2;4;R;2;1.1;7;62
4_R_2;4;R;2;1.2;7;65
4_R_2;4;R;2;1.3;7;79
4_R_2;4;R;2;2.1;7;18
4_R_2;4;R;2;2.2;7;4
4_R_2;4;R;2;2.3;7;6
4_R_2;4;R;2;3.1;7;108
4_R_2;4;R;2;3.2;7;98
4_R_2;4;R;2;3.3;7;40
4_R_3;4;R;3;1.1;7;9
4_R_3;4;R;3;1.2;7;10
4_R_3;4;R;3;1.3;7;3
4_R_3;4;R;3;2.1;7;27
4_R_3;4;R;3;2.2;7;23
4_R_3;4;R;3;2.3;7;15
4_R_3;4;R;3;3.1;7;19
4_R_3;4;R;3;3.2;7;9
4_R_3;4;R;3;3.3;7;9
8_NO_1;8;NO;1;1.1;7;22
8_NO_1;8;NO;1;1.2;7;59
8_NO_1;8;NO;1;1.3;7;28
8_NO_1;8;NO;1;2.1;7;13
8_NO_1;8;NO;1;2.2;7;15
8_NO_1;8;NO;1;2.3;7;13
8_NO_1;8;NO;1;3.1;7;29
8_NO_1;8;NO;1;3.2;7;6
8_NO_1;8;NO;1;3.3;7;29
8_NO_2;8;NO;2;1.1;7;29
8_NO_2;8;NO;2;1.2;7;47
8_NO_2;8;NO;2;1.3;7;31
8_NO_2;8;NO;2;2.1;7;5
8_NO_2;8;NO;2;2.2;7;25
8_NO_2;8;NO;2;2.3;7;52
8_NO_2;8;NO;2;3.1;7;79
8_NO_2;8;NO;2;3.2;7;66
8_NO_2;8;NO;2;3.3;7;104
8_NO_3;8;NO;3;1.1;7;40
8_NO_3;8;NO;3;1.2;7;46
8_NO_3;8;NO;3;1.3;7;70
8_NO_3;8;NO;3;2.1;7;64
8_NO_3;8;NO;3;2.2;7;26
8_NO_3;8;NO;3;2.3;7;21
8_NO_3;8;NO;3;3.1;7;0
8_NO_3;8;NO;3;3.2;7;3
8_NO_3;8;NO;3;3.3;7;6
8_NO_4;8;NO;4;1.1;7;46
8_NO_4;8;NO;4;1.2;7;61
8_NO_4;8;NO;4;1.3;7;11
8_NO_4;8;NO;4;2.1;7;38
8_NO_4;8;NO;4;2.2;7;60
8_NO_4;8;NO;4;2.3;7;48
8_NO_4;8;NO;4;3.1;7;81
8_NO_4;8;NO;4;3.2;7;42
8_NO_4;8;NO;4;3.3;7;48
8_NO_5;8;NO;5;1.1;7;14
8_NO_5;8;NO;5;1.2;7;33
8_NO_5;8;NO;5;1.3;7;9
8_NO_5;8;NO;5;2.1;7;11
8_NO_5;8;NO;5;2.2;7;24
8_NO_5;8;NO;5;2.3;7;14
8_NO_5;8;NO;5;3.1;7;8
8_NO_5;8;NO;5;3.2;7;16
8_NO_5;8;NO;5;3.3;7;38
8_R_1;8;R;1;1.1;7;22
8_R_1;8;R;1;1.2;7;16
8_R_1;8;R;1;1.3;7;27
8_R_1;8;R;1;2.1;7;19
8_R_1;8;R;1;2.2;7;34
8_R_1;8;R;1;2.3;7;13
8_R_1;8;R;1;3.1;7;14
8_R_1;8;R;1;3.2;7;21
8_R_1;8;R;1;3.3;7;7
8_R_2;8;R;2;1.1;7;82
8_R_2;8;R;2;1.2;7;97
8_R_2;8;R;2;1.3;7;51
8_R_2;8;R;2;2.1;7;45
8_R_2;8;R;2;2.2;7;24
8_R_2;8;R;2;2.3;7;84
8_R_2;8;R;2;3.1;7;32
8_R_2;8;R;2;3.2;7;60
8_R_2;8;R;2;3.3;7;6
8_R_3;8;R;3;1.1;7;16
8_R_3;8;R;3;1.2;7;0
8_R_3;8;R;3;1.3;7;3
8_R_3;8;R;3;2.1;7;52
8_R_3;8;R;3;2.2;7;20
8_R_3;8;R;3;2.3;7;62
8_R_3;8;R;3;3.1;7;2
8_R_3;8;R;3;3.2;7;49
8_R_3;8;R;3;3.3;7;105
16_NO_1;16;NO;1;1.1;8;39
16_NO_1;16;NO;1;1.2;8;11
16_NO_1;16;NO;1;1.3;8;25
16_NO_1;16;NO;1;2.1;8;5
16_NO_1;16;NO;1;2.2;8;59
16_NO_1;16;NO;1;2.3;8;9
16_NO_1;16;NO;1;3.1;8;55
16_NO_1;16;NO;1;3.2;8;4
16_NO_1;16;NO;1;3.3;8;46
16_NO_2;16;NO;2;1.1;8;21
16_NO_2;16;NO;2;1.2;8;19
16_NO_2;16;NO;2;1.3;8;11
16_NO_2;16;NO;2;2.1;8;23
16_NO_2;16;NO;2;2.2;8;16
16_NO_2;16;NO;2;2.3;8;31
16_NO_2;16;NO;2;3.1;8;15
16_NO_2;16;NO;2;3.2;8;27
16_NO_2;16;NO;2;3.3;8;17
16_NO_3;16;NO;3;1.1;8;14
16_NO_3;16;NO;3;1.2;8;29
16_NO_3;16;NO;3;1.3;8;72
16_NO_3;16;NO;3;2.1;8;18
16_NO_3;16;NO;3;2.2;8;43
16_NO_3;16;NO;3;2.3;8;64
16_NO_3;16;NO;3;3.1;8;45
16_NO_3;16;NO;3;3.2;8;82
16_NO_3;16;NO;3;3.3;8;50
16_NO_4;16;NO;4;1.1;8;20
16_NO_4;16;NO;4;1.2;8;48
16_NO_4;16;NO;4;1.3;8;1
16_NO_4;16;NO;4;2.1;8;34
16_NO_4;16;NO;4;2.2;8;3
16_NO_4;16;NO;4;2.3;8;2
16_NO_4;16;NO;4;3.1;8;64
16_NO_4;16;NO;4;3.2;8;12
16_NO_4;16;NO;4;3.3;8;18
16_NO_5;16;NO;5;1.1;8;56
16_NO_5;16;NO;5;1.2;8;39
16_NO_5;16;NO;5;1.3;8;35
16_NO_5;16;NO;5;2.1;8;20
16_NO_5;16;NO;5;2.2;8;16
16_NO_5;16;NO;5;2.3;8;34
16_NO_5;16;NO;5;3.1;8;15
16_NO_5;16;NO;5;3.2;8;117
16_NO_5;16;NO;5;3.3;8;31
16_R_1;16;R;1;1.1;8;36
16_R_1;16;R;1;1.2;8;13
16_R_1;16;R;1;1.3;8;2
16_R_1;16;R;1;2.1;8;8
16_R_1;16;R;1;2.2;8;7
16_R_1;16;R;1;2.3;8;50
16_R_1;16;R;1;3.1;8;19
16_R_1;16;R;1;3.2;8;15
16_R_1;16;R;1;3.3;8;15
16_R_2;16;R;2;1.1;8;7
16_R_2;16;R;2;1.2;8;27
16_R_2;16;R;2;1.3;8;8
16_R_2;16;R;2;2.1;8;7
16_R_2;16;R;2;2.2;8;43
16_R_2;16;R;2;2.3;8;15
16_R_2;16;R;2;3.1;8;24
16_R_2;16;R;2;3.2;8;6
16_R_2;16;R;2;3.3;8;40
16_R_3;16;R;3;1.1;8;48
16_R_3;16;R;3;1.2;8;39
16_R_3;16;R;3;1.3;8;38
16_R_3;16;R;3;2.1;8;42
16_R_3;16;R;3;2.2;8;43
16_R_3;16;R;3;2.3;8;42
16_R_3;16;R;3;3.1;8;26
16_R_3;16;R;3;3.2;8;45
16_R_3;16;R;3;3.3;8;46
4_NO_1;4;NO;1;1.1;8;21
4_NO_1;4;NO;1;1.2;8;4
4_NO_1;4;NO;1;1.3;8;11
4_NO_1;4;NO;1;2.1;8;8
4_NO_1;4;NO;1;2.2;8;4
4_NO_1;4;NO;1;2.3;8;26
4_NO_1;4;NO;1;3.1;8;6
4_NO_1;4;NO;1;3.2;8;12
4_NO_1;4;NO;1;3.3;8;12
4_NO_2;4;NO;2;1.1;8;12
4_NO_2;4;NO;2;1.2;8;19
4_NO_2;4;NO;2;1.3;8;9
4_NO_2;4;NO;2;2.1;8;0
4_NO_2;4;NO;2;2.2;8;12
4_NO_2;4;NO;2;2.3;8;1
4_NO_2;4;NO;2;3.1;8;27
4_NO_2;4;NO;2;3.2;8;38
4_NO_2;4;NO;2;3.3;8;0
4_NO_3;4;NO;3;1.1;8;20
4_NO_3;4;NO;3;1.2;8;21
4_NO_3;4;NO;3;1.3;8;41
4_NO_3;4;NO;3;2.1;8;5
4_NO_3;4;NO;3;2.2;8;7
4_NO_3;4;NO;3;2.3;8;5
4_NO_3;4;NO;3;3.1;8;0
4_NO_3;4;NO;3;3.2;8;2
4_NO_3;4;NO;3;3.3;8;21
4_NO_4;4;NO;4;1.1;8;38
4_NO_4;4;NO;4;1.2;8;30
4_NO_4;4;NO;4;1.3;8;17
4_NO_4;4;NO;4;2.1;8;30
4_NO_4;4;NO;4;2.2;8;20
4_NO_4;4;NO;4;2.3;8;15
4_NO_4;4;NO;4;3.1;8;20
4_NO_4;4;NO;4;3.2;8;20
4_NO_4;4;NO;4;3.3;8;8
4_NO_5;4;NO;5;1.1;8;9
4_NO_5;4;NO;5;1.2;8;6
4_NO_5;4;NO;5;1.3;8;4
4_NO_5;4;NO;5;2.1;8;4
4_NO_5;4;NO;5;2.2;8;10
4_NO_5;4;NO;5;2.3;8;0
4_NO_5;4;NO;5;3.1;8;5
4_NO_5;4;NO;5;3.2;8;3
4_NO_5;4;NO;5;3.3;8;1
4_R_1;4;R;1;1.1;8;25
4_R_1;4;R;1;1.2;8;52
4_R_1;4;R;1;1.3;8;55
4_R_1;4;R;1;2.1;8;19
4_R_1;4;R;1;2.2;8;16
4_R_1;4;R;1;2.3;8;33
4_R_1;4;R;1;3.1;8;36
4_R_1;4;R;1;3.2;8;72
4_R_1;4;R;1;3.3;8;28
4_R_2;4;R;2;1.1;8;32
4_R_2;4;R;2;1.2;8;13
4_R_2;4;R;2;1.3;8;6
4_R_2;4;R;2;2.1;8;10
4_R_2;4;R;2;2.2;8;11
4_R_2;4;R;2;2.3;8;9
4_R_2;4;R;2;3.1;8;19
4_R_2;4;R;2;3.2;8;8
4_R_2;4;R;2;3.3;8;4
4_R_3;4;R;3;1.1;8;50
4_R_3;4;R;3;1.2;8;19
4_R_3;4;R;3;1.3;8;53
4_R_3;4;R;3;2.1;8;52
4_R_3;4;R;3;2.2;8;17
4_R_3;4;R;3;2.3;8;16
4_R_3;4;R;3;3.1;8;95
4_R_3;4;R;3;3.2;8;15
4_R_3;4;R;3;3.3;8;53
8_NO_1;8;NO;1;1.1;8;35
8_NO_1;8;NO;1;1.2;8;32
8_NO_1;8;NO;1;1.3;8;24
8_NO_1;8;NO;1;2.1;8;17
8_NO_1;8;NO;1;2.2;8;41
8_NO_1;8;NO;1;2.3;8;40
8_NO_1;8;NO;1;3.1;8;27
8_NO_1;8;NO;1;3.2;8;47
8_NO_1;8;NO;1;3.3;8;50
8_NO_2;8;NO;2;1.1;8;38
8_NO_2;8;NO;2;1.2;8;7
8_NO_2;8;NO;2;1.3;8;34
8_NO_2;8;NO;2;2.1;8;175
8_NO_2;8;NO;2;2.2;8;46
8_NO_2;8;NO;2;2.3;8;19
8_NO_2;8;NO;2;3.1;8;24
8_NO_2;8;NO;2;3.2;8;49
8_NO_2;8;NO;2;3.3;8;86
8_NO_3;8;NO;3;1.1;8;3
8_NO_3;8;NO;3;1.2;8;2
8_NO_3;8;NO;3;1.3;8;34
8_NO_3;8;NO;3;2.1;8;1
8_NO_3;8;NO;3;2.2;8;1
8_NO_3;8;NO;3;2.3;8;3
8_NO_3;8;NO;3;3.1;8;2
8_NO_3;8;NO;3;3.2;8;0
8_NO_3;8;NO;3;3.3;8;3
8_NO_4;8;NO;4;1.1;8;26
8_NO_4;8;NO;4;1.2;8;1
8_NO_4;8;NO;4;1.3;8;5
8_NO_4;8;NO;4;2.1;8;15
8_NO_4;8;NO;4;2.2;8;5
8_NO_4;8;NO;4;2.3;8;12
8_NO_4;8;NO;4;3.1;8;2
8_NO_4;8;NO;4;3.2;8;7
8_NO_4;8;NO;4;3.3;8;31
8_NO_5;8;NO;5;1.1;8;23
8_NO_5;8;NO;5;1.2;8;13
8_NO_5;8;NO;5;1.3;8;32
8_NO_5;8;NO;5;2.1;8;0
8_NO_5;8;NO;5;2.2;8;18
8_NO_5;8;NO;5;2.3;8;9
8_NO_5;8;NO;5;3.1;8;9
8_NO_5;8;NO;5;3.2;8;23
8_NO_5;8;NO;5;3.3;8;10
8_R_1;8;R;1;1.1;8;33
8_R_1;8;R;1;1.2;8;8
8_R_1;8;R;1;1.3;8;13
8_R_1;8;R;1;2.1;8;24
8_R_1;8;R;1;2.2;8;21
8_R_1;8;R;1;2.3;8;15
8_R_1;8;R;1;3.1;8;18
8_R_1;8;R;1;3.2;8;11
8_R_1;8;R;1;3.3;8;7
8_R_2;8;R;2;1.1;8;29
8_R_2;8;R;2;1.2;8;22
8_R_2;8;R;2;1.3;8;4
8_R_2;8;R;2;2.1;8;9
8_R_2;8;R;2;2.2;8;7
8_R_2;8;R;2;2.3;8;19
8_R_2;8;R;2;3.1;8;48
8_R_2;8;R;2;3.2;8;15
8_R_2;8;R;2;3.3;8;10
8_R_3;8;R;3;1.1;8;5
8_R_3;8;R;3;1.2;8;27
8_R_3;8;R;3;1.3;8;2
8_R_3;8;R;3;2.1;8;10
8_R_3;8;R;3;2.2;8;6
8_R_3;8;R;3;2.3;8;0
8_R_3;8;R;3;3.1;8;1
8_R_3;8;R;3;3.2;8;2
8_R_3;8;R;3;3.3;8;15
16_NO_1;16;NO;1;1.1;9;36
16_NO_1;16;NO;1;1.2;9;14
16_NO_1;16;NO;1;1.3;9;29
16_NO_1;16;NO;1;2.1;9;21
16_NO_1;16;NO;1;2.2;9;72
16_NO_1;16;NO;1;2.3;9;45
16_NO_1;16;NO;1;3.1;9;24
16_NO_1;16;NO;1;3.2;9;8
16_NO_1;16;NO;1;3.3;9;33
16_NO_2;16;NO;2;1.1;9;28
16_NO_2;16;NO;2;1.2;9;20
16_NO_2;16;NO;2;1.3;9;121
16_NO_2;16;NO;2;2.1;9;18
16_NO_2;16;NO;2;2.2;9;20
16_NO_2;16;NO;2;2.3;9;31
16_NO_2;16;NO;2;3.1;9;32
16_NO_2;16;NO;2;3.2;9;18
16_NO_2;16;NO;2;3.3;9;33
16_NO_3;16;NO;3;1.1;9;31
16_NO_3;16;NO;3;1.2;9;21
16_NO_3;16;NO;3;1.3;9;37
16_NO_3;16;NO;3;2.1;9;23
16_NO_3;16;NO;3;2.2;9;27
16_NO_3;16;NO;3;2.3;9;42
16_NO_3;16;NO;3;3.1;9;59
16_NO_3;16;NO;3;3.2;9;33
16_NO_3;16;NO;3;3.3;9;41
16_NO_4;16;NO;4;1.1;9;2
16_NO_4;16;NO;4;1.2;9;5
16_NO_4;16;NO;4;1.3;9;16
16_NO_4;16;NO;4;2.1;9;0
16_NO_4;16;NO;4;2.2;9;0
16_NO_4;16;NO;4;2.3;9;10
16_NO_4;16;NO;4;3.1;9;12
16_NO_4;16;NO;4;3.2;9;4
16_NO_4;16;NO;4;3.3;9;4
16_NO_5;16;NO;5;1.1;9;65
16_NO_5;16;NO;5;1.2;9;11
16_NO_5;16;NO;5;1.3;9;36
16_NO_5;16;NO;5;2.1;9;53
16_NO_5;16;NO;5;2.2;9;0
16_NO_5;16;NO;5;2.3;9;19
16_NO_5;16;NO;5;3.1;9;18
16_NO_5;16;NO;5;3.2;9;15
16_NO_5;16;NO;5;3.3;9;29
16_R_1;16;R;1;1.1;9;3
16_R_1;16;R;1;1.2;9;20
16_R_1;16;R;1;1.3;9;142
16_R_1;16;R;1;2.1;9;3
16_R_1;16;R;1;2.2;9;11
16_R_1;16;R;1;2.3;9;65
16_R_1;16;R;1;3.1;9;55
16_R_1;16;R;1;3.2;9;15
16_R_1;16;R;1;3.3;9;17
16_R_2;16;R;2;1.1;9;46
16_R_2;16;R;2;1.2;9;26
16_R_2;16;R;2;1.3;9;57
16_R_2;16;R;2;2.1;9;46
16_R_2;16;R;2;2.2;9;16
16_R_2;16;R;2;2.3;9;14
16_R_2;16;R;2;3.1;9;24
16_R_2;16;R;2;3.2;9;6
16_R_2;16;R;2;3.3;9;50
16_R_3;16;R;3;1.1;9;8
16_R_3;16;R;3;1.2;9;18
16_R_3;16;R;3;1.3;9;16
16_R_3;16;R;3;2.1;9;66
16_R_3;16;R;3;2.2;9;20
16_R_3;16;R;3;2.3;9;18
16_R_3;16;R;3;3.1;9;20
16_R_3;16;R;3;3.2;9;43
16_R_3;16;R;3;3.3;9;71
4_NO_1;4;NO;1;1.1;9;1
4_NO_1;4;NO;1;1.2;9;6
4_NO_1;4;NO;1;1.3;9;3
4_NO_1;4;NO;1;2.1;9;5
4_NO_1;4;NO;1;2.2;9;27
4_NO_1;4;NO;1;2.3;9;1
4_NO_1;4;NO;1;3.1;9;0
4_NO_1;4;NO;1;3.2;9;6
4_NO_1;4;NO;1;3.3;9;12
4_NO_2;4;NO;2;1.1;9;4
4_NO_2;4;NO;2;1.2;9;14
4_NO_2;4;NO;2;1.3;9;10
4_NO_2;4;NO;2;2.1;9;19
4_NO_2;4;NO;2;2.2;9;10
4_NO_2;4;NO;2;2.3;9;14
4_NO_2;4;NO;2;3.1;9;16
4_NO_2;4;NO;2;3.2;9;12
4_NO_2;4;NO;2;3.3;9;11
4_NO_3;4;NO;3;1.1;9;41
4_NO_3;4;NO;3;1.2;9;44
4_NO_3;4;NO;3;1.3;9;34
4_NO_3;4;NO;3;2.1;9;40
4_NO_3;4;NO;3;2.2;9;31
4_NO_3;4;NO;3;2.3;9;22
4_NO_3;4;NO;3;3.1;9;15
4_NO_3;4;NO;3;3.2;9;44
4_NO_3;4;NO;3;3.3;9;47
4_NO_4;4;NO;4;1.1;9;10
4_NO_4;4;NO;4;1.2;9;7
4_NO_4;4;NO;4;1.3;9;13
4_NO_4;4;NO;4;2.1;9;25
4_NO_4;4;NO;4;2.2;9;13
4_NO_4;4;NO;4;2.3;9;40
4_NO_4;4;NO;4;3.1;9;19
4_NO_4;4;NO;4;3.2;9;43
4_NO_4;4;NO;4;3.3;9;76
4_NO_5;4;NO;5;1.1;9;21
4_NO_5;4;NO;5;1.2;9;6
4_NO_5;4;NO;5;1.3;9;23
4_NO_5;4;NO;5;2.1;9;13
4_NO_5;4;NO;5;2.2;9;8
4_NO_5;4;NO;5;2.3;9;22
4_NO_5;4;NO;5;3.1;9;13
4_NO_5;4;NO;5;3.2;9;20
4_NO_5;4;NO;5;3.3;9;16
4_R_1;4;R;1;1.1;9;33
4_R_1;4;R;1;1.2;9;10
4_R_1;4;R;1;1.3;9;15
4_R_1;4;R;1;2.1;9;19
4_R_1;4;R;1;2.2;9;19
4_R_1;4;R;1;2.3;9;17
4_R_1;4;R;1;3.1;9;41
4_R_1;4;R;1;3.2;9;20
4_R_1;4;R;1;3.3;9;40
4_R_2;4;R;2;1.1;9;19
4_R_2;4;R;2;1.2;9;9
4_R_2;4;R;2;1.3;9;1
4_R_2;4;R;2;2.1;9;51
4_R_2;4;R;2;2.2;9;32
4_R_2;4;R;2;2.3;9;11
4_R_2;4;R;2;3.1;9;10
4_R_2;4;R;2;3.2;9;64
4_R_2;4;R;2;3.3;9;17
4_R_3;4;R;3;1.1;9;50
4_R_3;4;R;3;1.2;9;61
4_R_3;4;R;3;1.3;9;28
4_R_3;4;R;3;2.1;9;46
4_R_3;4;R;3;2.2;9;13
4_R_3;4;R;3;2.3;9;19
4_R_3;4;R;3;3.1;9;29
4_R_3;4;R;3;3.2;9;21
4_R_3;4;R;3;3.3;9;18
8_NO_1;8;NO;1;1.1;9;103
8_NO_1;8;NO;1;1.2;9;52
8_NO_1;8;NO;1;1.3;9;28
8_NO_1;8;NO;1;2.1;9;9
8_NO_1;8;NO;1;2.2;9;64
8_NO_1;8;NO;1;2.3;9;88
8_NO_1;8;NO;1;3.1;9;16
8_NO_1;8;NO;1;3.2;9;49
8_NO_1;8;NO;1;3.3;9;56
8_NO_2;8;NO;2;1.1;9;19
8_NO_2;8;NO;2;1.2;9;56
8_NO_2;8;NO;2;1.3;9;44
8_NO_2;8;NO;2;2.1;9;38
8_NO_2;8;NO;2;2.2;9;9
8_NO_2;8;NO;2;2.3;9;41
8_NO_2;8;NO;2;3.1;9;54
8_NO_2;8;NO;2;3.2;9;38
8_NO_2;8;NO;2;3.3;9;35
8_NO_3;8;NO;3;1.1;9;0
8_NO_3;8;NO;3;1.2;9;0
8_NO_3;8;NO;3;1.3;9;0
8_NO_3;8;NO;3;2.1;9;17
8_NO_3;8;NO;3;2.2;9;0
8_NO_3;8;NO;3;2.3;9;0
8_NO_3;8;NO;3;3.1;9;23
8_NO_3;8;NO;3;3.2;9;9
8_NO_3;8;NO;3;3.3;9;21
8_NO_4;8;NO;4;1.1;9;2
8_NO_4;8;NO;4;1.2;9;4
8_NO_4;8;NO;4;1.3;9;28
8_NO_4;8;NO;4;2.1;9;4
8_NO_4;8;NO;4;2.2;9;5
8_NO_4;8;NO;4;2.3;9;13
8_NO_4;8;NO;4;3.1;9;30
8_NO_4;8;NO;4;3.2;9;9
8_NO_4;8;NO;4;3.3;9;22
8_NO_5;8;NO;5;1.1;9;2
8_NO_5;8;NO;5;1.2;9;6
8_NO_5;8;NO;5;1.3;9;16
8_NO_5;8;NO;5;2.1;9;19
8_NO_5;8;NO;5;2.2;9;3
8_NO_5;8;NO;5;2.3;9;55
8_NO_5;8;NO;5;3.1;9;36
8_NO_5;8;NO;5;3.2;9;33
8_NO_5;8;NO;5;3.3;9;62
8_R_1;8;R;1;1.1;9;15
8_R_1;8;R;1;1.2;9;31
8_R_1;8;R;1;1.3;9;1
8_R_1;8;R;1;2.1;9;23
8_R_1;8;R;1;2.2;9;16
8_R_1;8;R;1;2.3;9;14
8_R_1;8;R;1;3.1;9;38
8_R_1;8;R;1;3.2;9;22
8_R_1;8;R;1;3.3;9;10
8_R_2;8;R;2;1.1;9;18
8_R_2;8;R;2;1.2;9;6
8_R_2;8;R;2;1.3;9;4
8_R_2;8;R;2;2.1;9;22
8_R_2;8;R;2;2.2;9;18
8_R_2;8;R;2;2.3;9;20
8_R_2;8;R;2;3.1;9;24
8_R_2;8;R;2;3.2;9;9
8_R_2;8;R;2;3.3;9;5
8_R_3;8;R;3;1.1;9;6
8_R_3;8;R;3;1.2;9;5
8_R_3;8;R;3;1.3;9;25
8_R_3;8;R;3;2.1;9;4
8_R_3;8;R;3;2.2;9;16
8_R_3;8;R;3;2.3;9;2
8_R_3;8;R;3;3.1;9;12
8_R_3;8;R;3;3.2;9;22
8_R_3;8;R;3;3.3;9;1
16_NO_1;16;NO;1;1.1;10;23
16_NO_1;16;NO;1;1.2;10;18
16_NO_1;16;NO;1;1.3;10;8
16_NO_1;16;NO;1;2.1;10;20
16_NO_1;16;NO;1;2.2;10;4
16_NO_1;16;NO;1;2.3;10;23
16_NO_1;16;NO;1;3.1;10;12
16_NO_1;16;NO;1;3.2;10;82
16_NO_1;16;NO;1;3.3;10;17
16_NO_2;16;NO;2;1.1;10;2
16_NO_2;16;NO;2;1.2;10;3
16_NO_2;16;NO;2;1.3;10;6
16_NO_2;16;NO;2;2.1;10;10
16_NO_2;16;NO;2;2.2;10;11
16_NO_2;16;NO;2;2.3;10;6
16_NO_2;16;NO;2;3.1;10;6
16_NO_2;16;NO;2;3.2;10;8
16_NO_2;16;NO;2;3.3;10;4
16_NO_3;16;NO;3;1.1;10;71
16_NO_3;16;NO;3;1.2;10;30
16_NO_3;16;NO;3;1.3;10;13
16_NO_3;16;NO;3;2.1;10;17
